מירת	bavli.Zevachim.195			
בשם אשר אין לו ראשית אתחיל לכתוב רנ	bavli.Zevachim.195	Isaiah.55	:bavli.Zevachim.195:yerushalmi.Demai.39::::	:bavli.Menachot.165:bavli.Chullin.272::::
ראשיו ברא אלהים את השמים ואת הארץ  והארץ היהה השו ובהו והשך	bavli.Zevachim.195	Genesis.1	:bavli.Zevachim.195:yerushalmi.Demai.39:::::midrash.Midrash_Tanchuma_Buber.Bereshit.8::::	:bavli.Menachot.165:bavli.Chullin.272:::::midrash.Yalkut_Shimoni_on_Torah.16::::
ל פני תהום ודוח אלהים מרחפת על פני המים  זהושאמ הכתו	bavli.Zevachim.195	Job.26	:bavli.Zevachim.195:yerushalmi.Demai.39:::::midrash.Midrash_Tanchuma_Buber.Bereshit.8::::::	:bavli.Menachot.165:bavli.Chullin.272:::::midrash.Yalkut_Shimoni_on_Torah.16::::::
יימלל גבורות יי ישמיע כלתהלתו  אף לא מלאכי השרת יכולין לספר אלה מקצת	midrash.Pirkei_DeRabbi_Eliezer.3		::::midrash.Midrash_Tehillim.104:::::yerushalmi.Shabbat.85:midrash.Sifrei_Bamidbar.101:bavli.Yoma.150:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:	:::::::::midrash.Ein_Yaakov.Bava Metzia.3:midrash.Midrash_Tanchuma.Vayera.18:midrash.Yalkut_Shimoni_on_Nach.534::::
ובודותיו  וכי יש לך אדם שהוא יכול לדבר גבודותיו של הבה או להשטיע כל תאנתו	midrash.Pirkei_DeRabbi_Eliezer.3	Leviticus.5	bavli.Yoma.150:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Yalkut_Shimoni_on_Nach.864:::yerushalmi.Sotah.12:midrash.Yalkut_Shimoni_on_Torah.699:midrash.Yalkut_Shimoni_on_Torah.284::::::	midrash.Yalkut_Shimoni_on_Nach.534::::midrash.Pirkei_DeRabbi_Eliezer.3:::midrash.Yalkut_Shimoni_on_Torah.673:midrash.Midrash_Tehillim.103:midrash.Midrash_Tehillim.1::::::
אף לא מלאכי השרת יכולין לספר אלא מקצת גבורותיו לדרש במה שעשה דבמה שעתיד	midrash.Pirkei_DeRabbi_Eliezer.3		::midrash.Yalkut_Shimoni_on_Nach.738:yerushalmi.Shabbat.85:midrash.Sifrei_Bamidbar.101:bavli.Yoma.150:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Yalkut_Shimoni_on_Nach.864:midrash.Yalkut_Shimoni_on_Nach.864:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:	::bavli.Bava_Metzia.145:midrash.Ein_Yaakov.Bava Metzia.3:midrash.Midrash_Tanchuma.Vayera.18:midrash.Yalkut_Shimoni_on_Nach.534::::midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Shemot_Rabbah.1::::
עשות למען יתדומם שמו של הבה בבריותיו שברא מסוף העולם ועד סופו  שנא דוד	midrash.Pirkei_DeRabbi_Eliezer.3		midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Yalkut_Shimoni_on_Nach.864:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Midrash_Aggadah.Genesis.1.16:midrash.Midrash_Tanchuma_Buber.Chukat.8:::midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Yalkut_Shimoni_on_Nach.68:midrash.Pirkei_DeRabbi_Eliezer.11:midrash.Pirkei_DeRabbi_Eliezer.11:midrash.Pirkei_DeRabbi_Eliezer.11::	::midrash.Pirkei_DeRabbi_Eliezer.3:::midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Yalkut_Shimoni_on_Torah.428::::midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Sifrei_Devarim.88:midrash.Sifrei_Devarim.88:yerushalmi.Berakhot.120::
לשיור ישבח מעשיך וגבורותיך יגידו  אמרו חזל שמנה דברים נבראו ביום ראשון	midrash.Pirkei_DeRabbi_Eliezer.3	Psalms.145	midrash.Yalkut_Shimoni_on_Nach.68:midrash.Pirkei_DeRabbi_Eliezer.11:midrash.Pirkei_DeRabbi_Eliezer.11:midrash.Pirkei_DeRabbi_Eliezer.11:::::::yerushalmi.Bava_Kamma.75::midrash.Pirkei_DeRabbi_Eliezer.3:bavli.Chagigah.23:midrash.Midrash_Tanchuma_Buber.Bereshit.1:	midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Sifrei_Devarim.88:midrash.Sifrei_Devarim.88:yerushalmi.Berakhot.120::::::::::midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Midrash_Aggadah.Genesis.1.20:
ואלו הן  שמים וארץ  ואור וחשך  ותוהו ובוהו  ורוח ומים  שנא ורוח אלהים מרחפר	midrash.Pirkei_DeRabbi_Eliezer.3	Genesis.1	midrash.Pirkei_DeRabbi_Eliezer.3:bavli.Chagigah.23:midrash.Midrash_Tanchuma_Buber.Bereshit.1:midrash.Midrash_Tanchuma.Emor.21:midrash.Midrash_Tanchuma_Buber.Bereshit.18:bavli.Chagigah.23:midrash.Yalkut_Shimoni_on_Nach.510:midrash.Midrash_Tanchuma_Buber.Lech Lecha.25:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Pirkei_DeRabbi_Eliezer.51::	:midrash.Pirkei_DeRabbi_Eliezer.3:midrash.Midrash_Aggadah.Genesis.1.20:bavli.Chagigah.23:yerushalmi.Makkot.14:midrash.Ein_Yaakov.Zevakhim.9:bavli.Chagigah.23:midrash.Pirkei_DeRabbi_Eliezer.3:::midrash.Pesikta_Rabbati.44::bavli.Chagigah.23:::
